Video ID,Title,Upload Date,Duration,Duration in s,View Count,Like Count,Comment Count
qZHycHI3F1Q,Football vs Soccer Trick Shots | Dude Perfect,2018-02-19,6M39S,399,109190712,1670135,99644
WpqUOW19aJQ,Model Rocket Battle | Dude Perfect,2018-02-05,6M47S,407,112947291,1272347,60105
VRJmcxCrAOA,Real Life Trick Shots 2 | Dude Perfect,2018-01-22,4M18S,258,331035289,4883523,130442
g1QONg2b2JQ,Can you Crush a Diamond with a Hammer? | OT 1,2018-01-08,12M59S,779,71334311,1105845,103858
9oyKePWRi8Y,Dude Perfect Rewind 2017,2017-12-26,6M21S,381,19374359,479499,18576
ycVc1jsaAA0,Christmas Stereotypes,2017-12-11,7M48S,468,122950572,1243917,74897
-RmUADCWI4A,All Sports Golf Battle 2 | Dude Perfect,2017-12-04,11M41S,701,112058182,891170,42708
VJwoSfTOhyM,Water Bottle Flip 2 | Dude Perfect,2017-11-20,4M58S,298,509945701,3161845,89932
cqylLiMzk54,Freeze Frame Football Battle | Dude Perfect,2017-11-07,6M52S,412,102647381,1150804,30186
ygtvRzTLPNo,Baseball Trick Shots | Dude Perfect,2017-10-23,6M10S,370,45951361,499967,24499
sOCQipbEqNg,Glow In The Dark Trick Shots | Dude Perfect,2017-10-16,6M21S,381,30759185,560641,25081
RdNqmKrRmbU,Build A Boat Battle,2017-10-09,7M33S,453,95346287,1031190,64822
XM23h-eJ08A,Soccer Trick Shots 2 | Dude Perfect,2017-09-25,5M55S,355,45267284,679661,55296
LcZ2AuvxXNA,Nerf Bow Trick Shots | Dude Perfect,2017-09-11,6M24S,384,72052858,960424,28117
8IQbF0IK-f4,Airplane Trick Shots | Dude Perfect,2017-08-28,4M49S,289,257767226,5696016,80743
gA8Gru79DcE,Blitzball Trick Shots 3 | Dude Perfect,2017-08-14,7M53S,473,73566982,944783,36889
6uhN97Cpz6I,Nerf Slip and Slide Battle | Dude Perfect,2017-07-31,5M25S,325,53063807,1390189,25447
TvNTcB6c-V8,Card Throwing Trick Shots | Dude Perfect,2017-07-17,6M47S,407,182781744,3121989,70016
ggR_SPwP6cw,Beach Stereotypes | Dude Perfect,2017-07-03,7M15S,435,215570042,1902644,60382
3J6o7hcm8bE,Fidget Spinner Trick Shots | Dude Perfect,2017-06-19,6M34S,394,182780720,2306515,88464
tsEoLVBk_Ts,Drew Brees Edition | Dude Perfect,2017-06-05,6M59S,419,28276286,472464,38485
A2FsgKoGD04,Real Life Trick Shots | Dude Perfect,2017-05-25,5M4S,304,251911294,3236299,93416
5_d-ON4ktkc,Giant Basketball Trick Shots | Dude Perfect,2017-05-15,5M54S,354,31421641,485710,36256
HKuCPqUpp4s,Stunt Driving Battle | Dude Perfect,2017-05-01,7M59S,479,65925473,1904614,35313
th2T6rygqNU,Giant Sumo Battle | Dude Perfect,2017-04-17,6M57S,417,97936591,1819041,112069
UeG1ftTmLAg,Ping Pong Trick Shots 3 | Dude Perfect,2017-04-03,7M17S,437,324029862,6462904,611567
nhL3vSVlvFo,Dude Perfect vs. Power Rangers,2017-03-20,6M23S,383,44412824,478488,18670
evXDnRpgolc,Virtual Reality Battle | Dude Perfect,2017-03-06,6M38S,398,52120639,524450,17189
ofyyJWHnEPM,Pool Trick Shots 2 |  Dude Perfect,2017-02-20,6M14S,374,85214233,1136995,49458
SOk-KVq-O1I,World Record Edition 2 | Dude Perfect,2017-02-06,8M53S,533,39983508,527339,26682
QWV3cEI-zoE,Epic Trick Shot Battle 3 | Dude Perfect,2017-01-30,6M55S,415,62447519,692191,22457
kxgB2-ZpZeY,Dude Perfect Rewind 2016,2017-01-02,7M10S,430,12028415,286273,19243
xPxbrHMHgNE,Editor Edition | Dude Perfect,2016-12-19,8M56S,536,29835290,663326,21529
YwabP6B_UkE,Extreme Weather Golf Battle | Dude Perfect,2016-12-05,7M57S,477,44344038,424481,29414
8YydogFXCPM,Flip Edition | Dude Perfect,2016-11-21,5M18S,318,172898739,1975789,88235
LAbXD3sx3fc,Drone Hunting Battle | Dude Perfect,2016-11-07,6M58S,418,73385375,727279,32505
779akDPBNYc,DPHQ2 Trick Shots | Dude Perfect,2016-10-31,8M3S,483,57420050,712683,157615
rdfC6XwXTW0,Giant Warship Battle | Dude Perfect,2016-10-17,6M42S,402,112604880,988838,34071
09Z9tbJLkCE,Metal Detector Battle | Dude Perfect,2016-10-10,10M2S,602,68272249,623185,24627
gpe4kNlRcmE,Trampoline Charades Battle | Dude Perfect,2016-09-26,7M59S,479,37748226,380793,33537
4o1PTcoZbKQ,Giant Nerf Trick Shots | Dude Perfect,2016-09-12,7M57S,477,84191447,887360,161356
dFLj3DeKT-E,Shotgun Trick Shots | Dude Perfect,2016-08-29,6M42S,402,58571520,943235,49054
CAUO3YGvqnU,Endless Ducker Battle | Dude Perfect,2016-08-15,7M54S,474,33222834,274056,34853
jC9l0_NClrY,DP vs NFL Battle | Dude Perfect,2016-08-01,7M20S,440,39831479,339387,13071
P8V_bx0L4RY,Water Bottle Flip Edition | Dude Perfect,2016-07-18,7M28S,448,124238988,1733040,99139
Gq59egL20dg,Blitzball Trick Shots 2 | Dude Perfect,2016-07-04,6M56S,416,40188483,401053,18807
xmEI_HZS64U,Drone Racing Battle | Dude Perfect,2016-06-06,8M19S,499,23724807,265960,23033
dzA8_7X9uLQ,Tennis Trick Shots ft. Serena Williams | Dude Perfect,2016-05-23,7M42S,462,36632598,500485,82280
gm2_6DX_0Bw,World Record Edition | Dude Perfect,2016-05-16,8M11S,491,127175102,1942095,81713
t3P1p6vF_CY,Lawnmower Racing Battle | Dude Perfect,2016-05-02,5M55S,355,40359619,364051,25849
t8I_GRa_h-o,Giant Pictionary Battle | Dude Perfect,2016-04-18,6M57S,417,48656146,402988,129892
nZbFkgGtdhw,Golf Trick Shots | Dude Perfect,2016-04-04,7M29S,449,28008765,267620,14420
UnTPrYdGdkg,Softball Stereotypes,2016-03-21,7M57S,477,85410529,637938,39150
oKbUSJr1A64,Giant Nerf Edition | Dude Perfect,2016-03-07,7M31S,451,87127423,785944,33892
IJq4vWADtfs,Bass Pro Edition | Dude Perfect,2016-02-22,7M49S,469,38039205,342794,21311
QuncAUHpl-8,Giant Basketball Arcade Battle | Dude Perfect,2016-02-08,7M46S,466,95637162,664234,35317
cZ85wy9fZO0,Mountain Top Snow Battle | Dude Perfect,2016-02-01,6M45S,405,35377155,343480,29742
L4aBqvbP_MM,Soccer Trick Shots | Dude Perfect,2016-01-18,7M21S,441,94164102,894453,39493
XTDR_4VXbBI,Make-A-Wish Edition | Dude Perfect,2016-01-04,6M47S,407,29870977,538881,40270
gfM0_ngx0zU,Chris Paul & Aaron Rodgers Edition | Dude Perfect,2015-12-22,6M37S,397,25743986,258924,14220
4QfyFqwan4o,Archery Kart Battle ft. Luke Bryan | Dude Perfect,2015-12-14,6M56S,416,36563758,317862,16306
ym9E1YG3_QQ,RC Edition | Dude Perfect,2015-12-07,7M,420,219763158,1437652,31625
1BjgBoummtE,Snow Sports Battle | Dude Perfect,2015-11-23,7M55S,475,36473491,297486,17026
0HefV4XQFcc,Blitzball Trick Shots | Dude Perfect,2015-10-29,5M32S,332,28488958,229101,11047
dlOPwVsI-O4,Bubble Gum Blowing Battle | Dude Perfect,2015-10-19,6M38S,398,92255768,649222,29014
M9gFRXw5-kI,Hunting Stereotypes,2015-10-05,6M55S,415,108140153,781076,27655
UpMLVDma-4Q,Slip and Slide Football Battle | Dude Perfect,2015-09-28,6M41S,401,65998320,517743,40951
KetL43-xE8o,Tailgating Trick Shots | Dude Perfect,2015-09-07,5M35S,335,18975311,163889,7889
jgnVsuKY3oM,Plastic Golf Club Battle | Dude Perfect,2015-08-24,7M58S,478,86121768,515038,23425
Vzv40VWL5ho,Driving Stereotypes ft. Dale Jr,2015-08-17,6M24S,384,140774752,945752,40009
DJFK43xpEZk,Nerf Blasters Battle | Dude Perfect,2015-08-10,6M,360,71836553,527061,21763
ZTkHLduj_FU,Paintball Trick Shots | Dude Perfect,2015-07-27,5M54S,354,23434582,212156,9061
QOEEvvq808A,RC Battle | Dude Perfect,2015-07-20,6M49S,409,80784164,536008,13054
Cy0thWiV-eA,Dizzy Sports Battle 2 | Dude Perfect,2015-07-08,6M38S,398,48233187,394291,19792
FDEZalVUJRc,Lacrosse Trick Shots | Dude Perfect,2015-06-29,6M25S,385,32358442,251369,13903
_lyAEL4Wqao,All Sports Golf Battle | Dude Perfect,2015-06-08,7M40S,460,134879294,555737,18271
Gql1yOgfcsk,iPhone Game Battle | Dude Perfect 2,2015-06-04,7M50S,470,48527989,332843,11805
ZKBz3iGP124,Exploding Action Figures | Dude Perfect,2015-05-25,4M6S,246,10534283,111553,5917
ifuE2uIt0T4,Dizzy Sports Battle | Dude Perfect,2015-05-04,7M55S,475,47464800,341418,21518
A5340xbbQJU,Epic Trick Shot Edition | Dude Perfect,2015-04-20,4M59S,299,22713946,183593,9669
TziuG5LtEWY,XPOGO Edition | Dude Perfect,2015-04-06,5M47S,347,57745728,491560,13840
_GgfLZFj6kM,Backwards Edition | Dude Perfect,2015-03-23,5M39S,339,87035580,797923,27854
bMvoNCg6vSY,Shark Fishing Battle | Dude Perfect,2015-03-16,6M48S,408,78887815,604247,33431
MVuOwzFGaj8,Long Drive Trick Shots | Dude Perfect,2015-03-02,5M58S,358,35000069,242454,9333
UtsfUAHkyWQ,Ping Pong Trick Shots 2 | Dude Perfect,2015-02-16,5M56S,356,221665332,2194961,69007
EvCCwnLGtLY,Odell Beckham Jr. Edition | Dude Perfect,2015-02-02,4M16S,256,33752819,266672,30202
LoaEy7CCC1E,Bubble Wrap Battle | Dude Perfect,2015-01-26,5M59S,359,106211242,914203,27321
0iLUynhPMOE,Dad Edition | Dude Perfect,2015-01-22,4M21S,261,47889475,428167,55990
jLk-s2t9Z9Q,Super Bowl Party Stereotypes,2015-01-19,5M20S,320,80212562,564288,22907
IlQnGkfskrQ,Pool Trick Shots | Dude Perfect,2014-12-22,6M28S,388,81765918,656092,47447
WwpD-daFx8U,Russell Wilson Edition | Dude Perfect,2014-11-24,6M59S,419,26641023,202956,21805
eCtb_ylVDvU,Archery Trick Shots | Dude Perfect,2014-11-10,6M8S,368,56157502,559296,54022
geK1ZWHG0Pg,Glow In The Dark Edition | Dude Perfect,2014-10-27,4M17S,257,25919995,265012,14010
efPGsYK6ayI,Dallas Stars Edition | Dude Perfect,2014-10-13,6M32S,392,18477253,130521,6740
PfuzjAXfeio,Exploding Basketball Pyramid | Dude Perfect,2014-09-29,3M22S,202,12505883,86605,10340
k9OGeF5i54E,Nerf Blasters: Lake House Edition | Dude Perfect,2014-09-15,5M9S,309,30768296,199214,14076
tOHARIf3gpw,Restaurant Stereotypes,2014-09-01,3M59S,239,89136437,611414,38796
uKJzojYBeiY,Gillette Stadium Trick Shots | Dude Perfect,2014-08-18,5M38S,338,26217454,151340,32202
sOpuSRj7IN4,Desert Drifting Baseball Edition | Dude Perfect,2014-07-28,3M32S,212,9305417,92888,6262
ZCdMO8bukPA,Old Office Edition | Dude Perfect,2014-07-07,5M29S,329,66114300,265021,20010
P-EzMyJKALA,World Cup Edition | Dude Perfect,2014-06-30,5M22S,322,69289420,529435,49894
82thN03rneQ,Red Cards in Rio Prank | Dude Perfect,2014-06-23,3M34S,214,22105823,194466,18072
DU3GSbIzwm8,Exploding Flour | Dude Perfect,2014-06-16,3M59S,239,6631559,54125,3600
CACAmH4r1fw,Bowling Trick Shots | Dude Perfect,2014-06-02,6M1S,361,101742146,681705,44255
_7dleGL2DzI,Tim McGraw Trick Shots | Dude Perfect,2014-05-19,5M27S,327,7496430,51143,10721
e1CEdPAnj44,Movie Theater Stereotypes,2014-05-12,7M41S,461,136781522,876553,46117
9AaZljojrYc,NFL Draft Training | Dude Perfect,2014-04-28,7M17S,437,28994866,150489,23339
RQhGTZStSAw,World's Longest Dunk Tank Throw | Dude Perfect,2014-04-14,2M55S,175,17555130,106285,4670
rhMfYKzaY4U,Exploding Eggs | Dude Perfect,2014-03-17,4M2S,242,14142656,94566,37414
Kkt9Uz8Ol7M,Nerf Sports Edition | Dude Perfect,2014-03-03,3M51S,231,26476779,128624,6988
3nRZhGP5apQ,Ping Pong Trick Shots | Dude Perfect,2014-02-17,6M8S,368,76448274,511123,90268
6Q7kljjRE6U,Winter Olympics Edition | Dude Perfect,2014-02-07,6M10S,370,24386401,185861,10036
ZgvuBIdW5GU,Slam Dunk Edition | Dude Perfect,2014-01-28,3M11S,191,37892737,181624,14522
e38p63Md5LA,Fantasy Factory Edition | Dude Perfect,2014-01-21,3M48S,228,11160552,70734,4342
nU4EJfX2aXE,Gym Stereotypes,2014-01-06,6M11S,371,145834825,1044578,68586
9D0XuUC5bMs,500 Foot Moving Goal Shot from Reunion Tower,2013-12-31,3M26S,206,3923766,44844,5389
46BjHAxgddU,Kayaking Down an Escalator,2013-12-02,6M47S,407,34906538,222243,14462
qaJUEuP6QlI,Madden Stereotypes,2013-11-18,4M51S,291,68340681,410472,43677
s_a7AZbJGNM,Fishing Stereotypes,2013-10-28,4M15S,255,111460595,620164,25956
wR0mnlqlOR0,Trick Shots and Cats,2013-10-21,4M3S,243,17809654,130241,40906
_8yZsa6wFEw,Extreme Trick Shots | Dude Perfect,2013-10-14,4M57S,297,23073141,146547,10359
Y_NmwtttzA8,Fantasy Football Stereotypes,2013-09-23,5M16S,316,61759795,363145,25984
SQRduwgFMGo,Nerf Sports Trick Shots | Dude Perfect,2013-09-09,4M39S,279,24852847,74068,3667
3PNsMXe170Q,Golf Stereotypes,2013-09-02,5M59S,359,82791731,443633,29011
0gWxHFMog9w,Pickup Basketball Stereotypes,2013-08-19,5M28S,328,132628639,866979,68234
f9jhWFKV3u0,Nerf Blasters Edition | Dude Perfect,2013-08-05,4M49S,289,117286134,672170,39807
SUMLKFMGWI4,Go Kart Battle | Dude Perfect,2013-07-15,7M33S,453,26823416,174265,63768
WQ_tHqMVRzw,NFL Kicking Edition | Dude Perfect,2013-07-01,6M59S,419,38307296,201598,10079
WM0XViFp1M0,STUNT DRIVING EDITION | Dude Perfect,2013-06-17,5M44S,344,24390544,169351,9533
MAMAUSDuHRs,MASCOT SCHOOL  | Dude Perfect,2013-05-07,4M31S,271,9391608,61421,30859
M-AFo0mjV_E,NASCAR Trick Shot Battle | Dude Perfect,2013-04-11,5M12S,312,20571614,135203,4117
4Hlz1Q7YSeg,Crazy Arena Edition | Dude Perfect,2013-04-04,4M57S,297,26324360,184121,9070
AqojIuOdJ3k,Wide Receiver Edition | Dude Perfect,2013-03-07,4M55S,295,9078628,52027,2567
n58bFRauLL4,Johnny Football Edition | Dude Perfect,2013-01-24,5M51S,351,15189411,75027,5050
AdW7C_3HVjA,BEST of BLOOPERS | Dude Perfect,2012-11-17,5M,300,32898573,302581,14364
FXLQrJNq-kU,BASEBALL EDITION | Dude Perfect,2012-11-09,4M40S,280,16241930,85016,6806
Xy5I7UBYPeI,Epic Trick Shot Battle 2 | Dude Perfect,2012-10-24,5M58S,358,23055194,140105,7315
G665JSzM9ic,Volleyball Trick Shots,2012-08-24,3M5S,185,14954255,131038,2191
bOzQ3CN5La4,Paper Airplane Battle,2012-08-21,6M44S,404,81006147,607967,32369
AAgUWWval0w,"USA Basketball Trick Shot (Feat. Lebron, Kobe, Carmelo etc.)",2012-08-10,3M33S,213,16726097,155592,5261
TWRzm2c-v4Q,Olympic Trick Shots | Dude Perfect,2012-07-18,4M49S,289,13105933,75251,4010
Tb0r2OLh1P0,Trick Squirts | Dude Perfect,2012-06-26,5M5S,305,6284826,34769,1950
p3o6A49QABM,Wipeout Part 3 | Dude Perfect,2012-04-05,4M57S,297,6164986,28077,1164
bQVoygcU1rk,Play the Dude Perfect Game! - Official Trailer,2012-03-02,1M2S,62,4634292,16399,1015
ASXYQigqxgM,Worlds Largest SlingSHOT | EXTENDED EDITION | Dude Perfect,2012-03-02,4M57S,297,12167811,107330,4844
DzUiVoYJQis,Bow and Arrow Trick Shots | Dude Perfect,2012-01-28,4M9S,249,12621505,77959,4340
1ww0RzmkDKY,Africa Edition | Dude Perfect,2011-12-10,3M36S,216,7453835,138615,9909
W_2eU1ykV3k,Epic Trick Shot Battle | Dude Perfect,2011-10-12,4M39S,279,26444512,188311,10679
0n4tqhBd0h4,Trampoline Edition | Dude Perfect,2011-08-27,3M30S,210,12325716,64341,4087
mK1PgaalFVY,Wipeout | Part 2 | Dude Perfect,2011-07-23,3M1S,181,6229974,23844,631
0pqjvH9Y3Tg,Epic Football Trick Shots | Dude Perfect,2011-05-09,2M9S,129,6670148,30636,2025
ykjA2N1EeZY,10 Million Point Shot | Dude Perfect,2011-04-12,1M42S,102,16610340,106047,5882
5bkJOX6Xa4Q,Dallas Cowboys Edition | Dude Perfect,2011-03-25,2M33S,153,2756556,13499,1172
NqpBZuWE-H8,WORLD RECORD Reliant Stadium Shot | Dude Perfect,2011-03-16,40S,40,3121491,16532,1295
zCqMPJnyihQ,Dude Perfect™ on Jimmy Kimmel,2011-01-22,2M11S,131,2572225,37616,1922
AWtabf74daM,Epic Trick Shots | Dude Perfect,2010-11-12,3M12S,192,2485498,15066,1431
WaF2csswoB0,Wipeout | Part 1 | Dude Perfect,2010-10-29,3M11S,191,12121154,50309,1789
Uu5057uWEpk,Playground Edition | Dude Perfect,2010-09-24,1M52S,112,4470840,27194,2514
840_S6yQb2E,Front Flip Shot w/ Tyreke Evans | Dude Perfect,2010-04-02,35S,35,3980697,16892,642
qxPBrWZY75U,Dude Perfect Panda | Episode 4,2010-02-26,1M6S,66,3013987,18912,905
cVayU1d1u-A,Dude Perfect Panda | Episode 3,2010-02-17,48S,48,3110652,18204,900
nSaPBEJgzn0,Dude Perfect Panda | Episode 2,2010-02-17,1M14S,74,3120466,18695,901
WlWmwWQaUws,Dude Perfect Panda | Episode 1,2010-02-13,1M4S,64,4117998,31138,1181
v9DyLRvYp9A,Worlds Longest Basketball Shot | FIELD VIEW | Dude Perfect,2009-09-18,18S,18,7555086,14634,3258
W77uk1ejcpY,World's Longest Basketball Shot | 3rd DECK VIEW | Dude Perfect,2009-09-18,19S,19,13825542,46595,4166
ZDNJxodKrZY,World's Longest Basketball Shot | Dude Perfect,2009-09-18,15S,15,3971369,14400,2059
T4giMyqv0qc,Trick Shot Basketball | Dude Perfect | Summer Camp,2009-08-30,2M38S,158,21010648,99925,3880
9B1UQ1mcgMg,Ramp Shot | Dude Perfect,2009-08-27,2M33S,153,2069815,16226,1377
tQfGvTZPdOw,Golf Shot | Dude Perfect,2009-06-19,53S,53,3374564,23874,1776
jJBmQsIJjx8,Ranch Edition | Dude Perfect,2009-05-08,4M4S,244,5579212,45101,4137
PD6eQY7yCfw,Dude Perfect | Backyard Edition | Our 1st Video!,2009-04-09,3M22S,202,45177559,1062074,82879
