Video ID,Title,Upload Date,Numeric Date,Video Type,Duration,Duration in s,View Count,Like Count,Comment Count
skL0m25Nj6Y,Dry Aged Alligator (Nashville Hot Gator Sandwich),2022-11-02,20221102,Short,59S,59,15737421,978293,12453
7X3qCbSQhnY,I made my cats favorite food,2022-11-01,20221101,Short,52S,52,10055471,751011,3005
3zypsd9C2sE,The Ultimate Triple Decker Burger,2022-10-31,20221031,Short,49S,49,1720299,162439,821
fwEV4l_gUQE,Smoked Bourbon Marinated Brisket,2022-10-27,20221027,Short,35S,35,1862932,156926,575
CKZN1IfYvC4,Wagyu Short Rib Hot Pocket,2022-10-26,20221026,Short,40S,40,2124867,199039,502
PYm4q_L4bII,What I Used to Eat at Sleep Away Camp…,2022-10-25,20221025,Short,1M,60,2630418,265223,556
Eu_OoXXhLVs,Duck Balls…,2022-10-24,20221024,Short,39S,39,8057152,461409,7041
MQgoIhyc1Jo,The Brisket Baby,2022-10-23,20221023,Short,8S,8,2262628,100044,808
vwnMpfPNyes,I Made Salmon Dumplings in Alaska,2022-10-22,20221022,Short,50S,50,12940174,846960,5195
mqvSULs1a8Q,Smoked Beef Heart,2022-10-21,20221021,Short,46S,46,3056648,274321,1394
cMf3YuR3JUE,The hardest job I ever had…,2022-10-18,20221018,Short,1M,60,17097603,1312494,3391
8W8Au81_gTs,Best “it’s raw” comment wins…,2022-10-17,20221017,Short,12S,12,34123023,1461594,101870
Oz6tS6TLs1o,Gochujang Sesame Dry Age,2022-10-16,20221016,Short,48S,48,5667155,451772,1081
OBhEz6QjmoU,What I Ate in Alaska… but it keeps getting weirder,2022-10-12,20221012,Short,48S,48,2393837,216783,1089
uo1E2vFhAO0,Pulled Pork Ice Cream,2022-10-03,20221003,Short,43S,43,2487694,132711,599
EPudgBJ8uy4,“Meat” Balls (Rocky Mountain Oysters),2022-09-29,20220929,Short,29S,29,13144268,436946,7283
SU8rvi4AzKM,Turned 30 so Made Beef Cheeks,2022-09-27,20220927,Short,9S,9,1254672,82342,589
NPfS-7ma2gY,Beef Tongue Tacos,2022-09-22,20220922,Short,39S,39,22285030,1094198,9515
LHYPFaQzttw,I Ate a Whole Pig (Bachelor Party Pig Pt. 3),2022-09-17,20220917,Short,43S,43,9711200,467655,6035
io5F83eFTkM,I Bought a Pig (Bachelor Party Pig Pt. 1),2022-09-15,20220915,Short,58S,58,47364274,1859955,17726
qW8EYGkZLvc,The Steak Biggie Mac @albert_cancook,2022-09-08,20220908,Short,33S,33,74948850,2880666,6025
KKkF70aah3s,Spicy King Crab Pasta @itsQCP,2022-09-02,20220902,Short,37S,37,6114875,501215,1482
dFh9heGhH_I,Wagyu Tallow Injected Beef Cheeks,2022-08-25,20220825,Short,39S,39,7815545,566951,2894
wKbPJxkiq3c,Pulled Pork Cooked in Clay,2022-08-19,20220819,Short,34S,34,3428449,247540,973
HvM5uz3s0BI,Grilled Branzino with Salmon Egg Beurre Blanc @hwoo.lee,2022-08-18,20220818,Short,31S,31,4732715,324774,970
afKfHQ8TdtI,Chicken Cooked in Clay (Beggar’s Chicken),2022-08-17,20220817,Short,43S,43,43527755,2275850,8772
J7MWMKAHTZQ,Chicken 🥪 with the sandwich king himself @owen.han,2022-08-12,20220812,Short,56S,56,11715113,966760,1457
Z7kYMjQbCKg,Octopus,2022-08-11,20220811,Short,31S,31,11780367,467221,1486
OHqc1Lp8lFU,Mahi Mahi Tacos,2022-08-10,20220810,Short,52S,52,6824461,627502,1915
12DbLCBVIWw,Car Cooking: Max vs Buffalo Wild Wings,2022-08-09,20220809,Short,53S,53,3027273,309978,718
gOlBrPXrFxA,Deconstructed Smoked Chicken,2022-08-02,20220802,Short,37S,37,11711360,856091,2020
41HFHXmc8Ww,Lamb Brisket vs. Wagyu Brisket @GugaFoods,2022-07-28,20220728,Short,31S,31,4210041,298969,722
vJUiXU4xLeQ,The Frankenstein Roast,2022-07-27,20220727,Short,58S,58,16565362,1232664,4163
lkB_4ZPLPl8,The steak accordion (I did something bad),2022-07-25,20220725,Short,42S,42,40988716,2647410,7834
dNbNPmxVuWQ,3 Chicken Wing Mistakes to Stop Making (#3 is game changer),2022-07-23,20220723,Short,47S,47,4434166,384877,2136
pojfDzs5nU4,I suck at making spring rolls @LisaNguyen,2022-07-22,20220722,Short,49S,49,6795036,531389,2742
ArpkopAmU9M,Seasoning a steak with the crust of another steak,2022-07-21,20220721,Short,38S,38,37272499,2183539,9886
Q41FRd8mREk,Rare Japanese Knives (Korin Knife Shop),2022-07-20,20220720,Short,46S,46,7901141,595117,1631
gFfU1RDESmM,I tasted the dry aged impossible meat…,2022-07-19,20220719,Short,43S,43,45512588,2570539,13408
swNm2DvC5uE,Jumbo Chili Cheese Dog,2022-07-06,20220706,Short,29S,29,328240858,5645737,23663
PJnb5spG7lU,Simple Crispy Pork Belly,2022-07-01,20220701,Short,28S,28,6346915,334730,1810
H5RMhDvE7Yk,Wagyu A5 Beef Tartare Burger,2022-06-24,20220624,Short,20S,20,17013129,768067,4171
Yv2ohC5f5mg,Dry Aged Salmon,2022-06-21,20220621,Short,40S,40,16700469,1106249,2642
pyRZyE_yAPo,My Favorite Instant Ramen Recipe pt. 14,2022-06-18,20220618,Short,58S,58,13216344,1037638,4197
xJIPlqTvUSk,I think Gordon hates me,2022-06-17,20220617,Short,32S,32,24274267,1231334,7363
CJU6XUBr4gY,Black Garlic Dry Aged Ribeye,2022-06-16,20220616,Short,33S,33,5654305,379503,1423
p812v2g5tvA,Popcorn Pork,2022-06-07,20220607,Short,10S,10,70803394,2227514,19666
zPjZnPJ2K-o,4 Butter Basting Mistakes to Stop Making,2022-06-03,20220603,Short,48S,48,31059361,1645272,3914
R2Fi2I6RSgk,Dry Aged Impossible (Vegan) Meat,2022-05-31,20220531,Short,17S,17,14335394,697693,6466
YYFlLferi5o,Ghost Pepper Lamb Chops at Michelin Star Restaurant,2022-05-22,20220522,Short,35S,35,2530577,177367,401
TAp87nKCX_E,Wagyu A5 Filet Mignon Tartare,2022-05-16,20220516,Short,44S,44,13172772,770305,3279
9ZUDUG3Im_U,150 Day Dry Aged Spam,2022-05-11,20220511,Short,26S,26,61830321,2852539,7492
dW9w97Afcws,Maple Habanero Pork Twists,2022-05-06,20220506,Short,23S,23,17549026,725866,1412
DMChBhNr08g,The Holy Grail of Beef,2022-05-05,20220505,Short,30S,30,6953815,434236,1603
2FWrcTLYegM,Whole Cod Fish and Chips 🐟,2022-05-03,20220503,Short,48S,48,4411910,299788,1656
5TrcrM_ooiw,Tajin Tequila Dry Age,2022-05-01,20220501,Short,52S,52,5268735,498837,1037
ianyoKUMwK4,A spicy steak on top of Google ft. @LisaNguyen,2022-04-29,20220429,Short,30S,30,6202109,440401,1986
77KIbqv2eEM,Deconstructed Prime Rib,2022-04-28,20220428,Short,1M,60,19426023,1316577,3863
g-hPtKGb8yo,A hen in her nest 🐓,2022-04-19,20220419,Short,1M,60,10653987,764315,2496
Ahx2YptGw3I,Pork Brisket vs Bison Brisket ft. @GugaFoods,2022-04-13,20220413,Short,35S,35,10611832,702136,2332
YQ15ugO3eI8,Pork Chips and Salsa,2022-04-12,20220412,Short,28S,28,2423189,168925,731
PqU8NtHBgCk,Steak Pizza ft. @GugaFoods,2022-04-07,20220407,Short,32S,32,29218688,1535388,7897
GXpioNviYl4,Everything I ate on a luxury cruise,2022-04-05,20220405,Short,59S,59,10000038,712120,3182
EleODaehtgo,The Steak Monster 😈,2022-04-02,20220402,Short,1M,60,115125865,6189635,16337
jPAR4KAajVY,Pick Juice Brined Steak,2022-04-01,20220401,Short,43S,43,14414953,952562,1379
bHgUL_W62sE,Pork Skin Chip,2022-03-27,20220327,Short,46S,46,10059905,668591,4093
JJeznbuGEAI,The Steak Review: IHOP,2022-03-19,20220319,Short,30S,30,7932522,456691,1377
bFRKVoR_Bsg,Dry Aged Bologna,2022-03-18,20220318,Short,27S,27,68417103,2543811,7528
6PDJXdjnWM4,My mom forced me to play the violin,2022-03-12,20220312,Short,1M,60,16050401,1266751,5530
yvy2a3gmNYs,Pork Belly Accordion,2022-03-10,20220310,Short,18S,18,59205157,1907557,5731
rzkrJ7T-HSA,The Steak Review: Cracker Barrel,2022-03-04,20220304,Short,34S,34,3772056,263266,803
GZx2n_sOGj8,Should steaks be left at room temp before cooking?,2022-03-02,20220302,Short,36S,36,9652437,675794,1485
5aAdnro2mx8,Do 15lb lobsters taste bad? ft. @NickDiGiovanni,2022-02-24,20220224,Short,36S,36,46023504,2070687,7056
1LcH86evTyI,How to grill a porterhouse,2022-02-21,20220221,Short,27S,27,10252500,442716,1447
dU_dDHh_LMY,The doctor said I need to eat more fish…,2022-02-18,20220218,Short,15S,15,5840620,317399,2323
MY9l1G6aT_I,The time I got stood up on a date 💔,2022-02-14,20220214,Short,1M,60,43839801,3137242,8772
6iPbI3HAUEo,A Big Brisket Sandwich,2022-02-11,20220211,Short,21S,21,2487226,158649,1079
0y2ntUU5n04,Car Cooking: Red Lobster @NickDiGiovanni,2022-02-08,20220208,Short,57S,57,25425571,2020761,4860
WEfbBm7qTUE,The sandwich from my nightmares,2022-02-07,20220207,Short,25S,25,2472877,190463,1089
NqHZXM3RB9Q,The day I fell in love,2022-02-04,20220204,Short,1M,60,49400799,3021369,8359
gAEAVA9Ippg,Steak Battles: Max vs Ken’s (cops called👮‍♂️),2022-01-29,20220129,Short,56S,56,35267206,2572991,6640
Ms7gIC6i_sA,Duck Fat Chip 🦆,2022-01-26,20220126,Short,42S,42,14904102,831736,3185
czKXBBUezps,The Ultimate Smash Burger,2022-01-25,20220125,Short,47S,47,3107804,272757,1347
k-kEgO4WkeE,Pork Belly Bread 🐷,2022-01-22,20220122,Short,40S,40,5120018,400113,1765
gPGAIx2wC40,28 Day Salt Dry Age 🧂,2022-01-20,20220120,Short,34S,34,8337345,632084,1153
MshH6ajPKP4,Butter Injected Lobster 🦞,2022-01-17,20220117,Short,34S,34,75040718,3476888,19835
YB3hofmgZLo,Homemade McFish,2022-01-15,20220115,Short,29S,29,1413151,120926,384
WpGrl1-GZMA,Chicken and Waffles x TikTok Cake #shorts,2022-01-14,20220114,Short,39S,39,10856159,702588,1834
JUFf5yrZDbA,How did I make money living in China? Ft. Every TikTok creator seasoning #shorts,2022-01-07,20220107,Short,1M,60,37577357,2565445,7969
rGoZfebxjVI,Tofu Ribs (for all my loyal vegan followers) #shorts,2022-01-06,20220106,Short,16S,16,10443802,570885,8920
R6T3D6gu1GI,Has social media made me hate cooking? #shorts,2022-01-03,20220103,Short,1M,60,3135533,230677,1384
bMC13z2GCqc,Best “it’s raw” comment wins (pt 2) #shorts,2021-12-30,20211230,Short,12S,12,4933040,202987,12802
5GaIEvusqbU,Steak Ice Cream #shorts,2021-12-28,20211228,Short,11S,11,19693384,632405,3616
gAj7I7nt_XA,Prime Rib Reuben #shorts,2021-12-26,20211226,Short,21S,21,2222113,140881,718
Hkg2e_9PjMI,What happens if you don’t rest your roast? #shorts,2021-12-25,20211225,Short,24S,24,11193734,520583,3875
l9Yo0I3GSJ4,How to Prep & French a Prime Rib #shorts,2021-12-23,20211223,Short,24S,24,6357683,259926,339
ESBJgrUdykY,Holiday Prime Rib (Thicc crust) #shorts,2021-12-19,20211219,Short,47S,47,3949614,322310,1355
5XC6GjfM7Os,I (kinda) got kicked out of Wendy’s parking lot #shorts,2021-12-15,20211215,Short,59S,59,136424133,7117601,16821
3_OArk8bZNU,CAR COOKING: Sleepover at Wendy's (Max vs Baconator) #shorts,2021-12-15,20211215,Short,1M,60,38062261,2939425,2662
F75zF9pjVUM,Dry Aged Striped Bass #shorts,2021-12-13,20211213,Short,33S,33,2258285,165798,775
fWH79nI3DFU,Car Cooking x Does it Deep Fry: McRib #shorts,2021-12-11,20211211,Short,39S,39,4183674,343357,746
kU_W_YIsFL4,The Tomahawk King (well done & rare) #shorts,2021-12-09,20211209,Short,48S,48,22733155,1414424,8805
lZI4IT2EbIc,The Old Fashioned: Orange & Whisky Dry Age #shorts,2021-12-03,20211203,Short,37S,37,2508302,209417,518
AJ3Py2n_cUY,The Ultimate Seafood Tower #shorts,2021-12-02,20211202,Short,59S,59,1186462,106414,387
DWgJ57LV4RE,Does it Deep Fry: Whole Duck #shorts,2021-12-01,20211201,Short,29S,29,3223492,183564,1352
y3I17q1I0UQ,Pulled Pork Cinnamon Rolls #shorts,2021-11-30,20211130,Short,29S,29,952091,82779,536
blDev_gChA4,$1 vs $100 bite - what does an 8 yr old like more? #shorts,2021-11-28,20211128,Short,50S,50,53929884,2882553,16048
-2exRhKYqRk,Green Dry Aged Turkey #shorts,2021-11-26,20211126,Short,36S,36,8738464,545027,2413
iuhIgUfRz0Y,Surf & Turf Sandwich #shorts,2021-11-25,20211125,Short,29S,29,2386650,171777,919
LJaj3E29N_4,The right way to carve a Turkey #shorts,2021-11-21,20211121,Short,31S,31,3159545,241946,451
KzWS_w6An1U,🍆 Wellington #shorts,2021-11-20,20211120,Short,16S,16,3055977,120917,821
WUGzlHBvm-E,Tomato Wellington 🍅 #shorts,2021-11-20,20211120,Short,16S,16,5756965,232868,1337
koNFDjyt6zw,The Perfect Thanksgiving Turkey #shorts,2021-11-17,20211117,Short,48S,48,5359926,322617,1824
i-15DZuO3u0,100 Day Dry Age Wagyu Beef Shank #shorts,2021-11-16,20211116,Short,1M,60,5712721,464467,1102
53gyRm319-c,The Turkey Wellington #shorts,2021-11-12,20211112,Short,44S,44,1901101,164944,640
5KLhlKMPKss,"Dry Aged Tuna Sushi ($4,000!!) #shorts",2021-11-11,20211111,Short,53S,53,31077615,1809477,6104
qc1aPTPIgvA,Bacon Wrapped Tomahawk #shorts,2021-11-09,20211109,Short,15S,15,2573268,133084,615
18lSwA77zcs,Sour patch kids dry age experiment (don't try this at home) #shorts,2021-11-06,20211106,Short,45S,45,8512133,575248,5807
sZKQVbWVNYI,Eating Duck with Mark Zuckerberg #shorts,2021-11-05,20211105,Short,1M,60,30565524,1788094,7839
Mh_IOsM88Ik,The Ostrich Egg Exploded Before I Could Slice It 🥲 #shorts,2021-11-01,20211101,Short,17S,17,18787308,422844,1867
fGEDb2lUWI4,Should you really cut steaks AGAINST the grain? (Real fire pit) #shorts,2021-10-26,20211026,Short,38S,38,12671103,753076,1690
SfkoDFjAZ8g,How I almost burned down my house #shorts,2021-10-25,20211025,Short,44S,44,3256951,242404,685
WXKp_11ehbQ,Pumpkin Spice Dry Aged Ribeye #shorts,2021-10-24,20211024,Short,37S,37,1734626,136607,473
BjHLQzkMJtw,Does it Deep Fry: Ice #shorts,2021-10-23,20211023,Short,24S,24,5046067,281243,1266
Cun-ny0N4dw,How I almost died buying my first smoker #shorts,2021-10-18,20211018,Short,47S,47,8351782,570139,3948
9cBVeyhW_SE,I dropped this steak in real dirt #shorts,2021-10-17,20211017,Short,11S,11,857450,41829,664
jrqt8aIvKDo,Steak School: New York Strip (Strip Steak) #shorts,2021-10-16,20211016,Short,32S,32,4615658,293148,612
sNsfvfEi27Y,Chocolate & Coffee Dry Aged Ribeye #shorts,2021-10-14,20211014,Short,40S,40,4339909,361068,1188
keAOhf4FFkQ,6 Steak Temps (Ketchup - Vampire) #shorts,2021-10-11,20211011,Short,39S,39,16478827,805886,12460
Hywmhl2eQlQ,Does it Deep Fry: Pork Belly #shorts,2021-10-09,20211009,Short,18S,18,7415067,401816,1749
6KrsRM5d_0s,The Steak Review: Longhorn #shorts,2021-10-06,20211006,Short,31S,31,4081775,284309,672
0AQ_eSNlH78,Turned 29 so cooked 🥩 #shorts,2021-10-02,20211002,Short,8S,8,10607341,368228,2462
MDJjWi0Wzh8,Steak Battles: Max vs Longhorn Steakhouse #shorts,2021-10-01,20211001,Short,44S,44,15292374,1286405,2307
DvawYzNvGbk,Steak of the Sea #shorts,2021-09-29,20210929,Short,11S,11,1310256,56554,422
MRWYEzIF3wM,Spicy Toro Crispy Rice #shorts,2021-09-28,20210928,Short,32S,32,749509,60420,335
H4lekFAtUZM,Grilled Lobster Roll x Truffle Fries #shorts,2021-09-25,20210925,Short,12S,12,1027952,58010,689
gEQeKJsAFSk,Team Medium Rare or Well Done? #shorts,2021-09-23,20210923,Short,29S,29,33898056,1288584,36480
hSg7OFHr1zo,Did I overreact eating the eyeball? #shorts,2021-09-22,20210922,Short,30S,30,3606348,188874,1932
_ndG_gpa3so,Pizza Wings #shorts,2021-09-20,20210920,Short,27S,27,2742135,180155,1794
0Bngto6HLh0,Beefsteak 🍅 #shorts,2021-09-16,20210916,Short,12S,12,12280583,371192,2468
9FpA4sHH-BA,The best way to cook a tomato #shorts,2021-09-16,20210916,Short,12S,12,15181585,621020,5744
fnXL_svhMoQ,Lamb & Peaches for Snoop Dogg #shorts,2021-09-12,20210912,Short,15S,15,1307206,64545,286
UKKxynoBO_w,Steak Battles: Max vs. Texas Roadhouse #shorts,2021-09-11,20210911,Short,29S,29,20689904,1323566,8500
sigPLhr_zFk,Dry Aged Wagyu Burger #shorts,2021-09-09,20210909,Short,28S,28,2710986,193599,1010
bv_mX6fbb38,Steak & Oysters #shorts,2021-09-06,20210906,Short,14S,14,5851838,243828,796
KsQeQ1nJOP4,Next Level Rib Corndogs #shorts,2021-09-04,20210904,Short,20S,20,2418591,183484,564
EbxQnE0d5Lc,Best “it’s raw” comment wins #shorts,2021-08-31,20210831,Short,9S,9,6328695,191755,19082
A3Tqm5k1IA4,Teriyaki WAGYU Burnt Ends #shorts,2021-08-29,20210829,Short,21S,21,1952087,113057,769
kUXXjApmS-E,Butter Basted Steak Tutorial #shorts,2021-08-27,20210827,Short,38S,38,5329689,336241,1408
xPl9Qf7UGWM,Vegan sister makes tuna #shorts,2021-08-23,20210823,Short,12S,12,7622512,226260,3612
PWrP6XwudJM,Watermelon tuna #shorts,2021-08-23,20210823,Short,12S,12,12716317,350412,3552
JU7q3vcEeM0,something's fishy #shorts,2021-08-21,20210821,Short,14S,14,1716544,64437,1279
4UwJhzIKbLw,Filet & Caprese #shorts,2021-08-13,20210813,Short,18S,18,1882147,96882,449
VtPsXzlzVNM,Black Truffle & Cognac Wagyu Ribeye #shorts,2021-08-09,20210809,Short,33S,33,5780415,400631,1445
zQyaFzqnoJQ,Beef Bacon Steak #shorts,2021-08-06,20210806,Short,26S,26,6413244,372014,1326
rBQFGw8li4c,How to make smoked watermelon taste good #shorts,2021-08-03,20210803,Short,13S,13,6746804,229468,1438
bG98sWNFymA,Never wrap with tinfoil... #shorts,2021-08-03,20210803,Short,13S,13,7606811,241654,1734
-Qp7n1It40c,Most Expensive Beef Jerky? #shorts,2021-07-28,20210728,Short,13S,13,4915057,251820,878
biZupXfvcYM,Prime Rib: Beef Bacon X Blue Cheese #shorts,2021-07-26,20210726,Short,53S,53,12418946,907429,3547
l07-1bHwBp4,Beef Bacon Burnt Ends #shorts,2021-07-21,20210721,Short,36S,36,4145305,312252,1171
YDTANv-7k7g,60 Day Dry Aged Picanha (Covered in frosting?) #shorts,2021-07-17,20210717,Short,31S,31,2204874,161328,429
K-jGQmngQEQ,Black Truffle Dry Brined Wagyu #shorts,2021-07-13,20210713,Short,30S,30,4272375,268312,1232
bwaM4sQS1Ek,Trimming a Dry Aged Brisket #shorts,2021-07-12,20210712,Short,40S,40,5749078,390540,973
rrhB85u122o,The Steak Review: The Outback #shorts,2021-07-10,20210710,Short,1M,60,7544273,613898,1292
IGwWbYE9cFs,Forbidden Dorito #shorts,2021-07-06,20210706,Short,12S,12,62312651,1205505,3700
W-x_iacztuQ,4th of July STEAK CAKE (& firework show) #shorts,2021-07-04,20210704,Short,34S,34,1023844,75017,844
XDL4e4969G8,Steak Battles: Max vs. The Outback #shorts,2021-07-01,20210701,Short,54S,54,22764199,1738277,5250
R86b_OuBXDk,Onion Volcano #shorts,2021-06-27,20210627,Short,12S,12,3422318,190107,785
6bCZhAKORW8,Chili Garlic Butter Oysters #shorts,2021-06-19,20210619,Short,13S,13,823186,42581,284
8x5fkS2xECU,Dry Aged Sea Bass Sashimi #shorts,2021-06-17,20210617,Short,26S,26,2354274,139945,631
UUOuTXn2REI,Bulgogi Beef Fried Rice #shorts,2021-06-16,20210616,Short,32S,32,3722086,258156,1866
XqQ6mqKajj0,Catch & Cook: Black Sea Bass CEVICHE #shorts,2021-06-12,20210612,Short,24S,24,1306545,68696,283
np_6Bt59Y80,Watermelon & Mustard: SHOCKING Results #shorts,2021-06-11,20210611,Short,12S,12,4111404,145614,1166
3imf3xPNh4g,Car Cooking: Wagyu A5 at Taco Bell #shorts,2021-06-09,20210609,Short,33S,33,10241272,691437,2186
ibF94yHR2Ug,TikTok said my meat looked dry #shorts,2021-06-08,20210608,Short,15S,15,2589579,116670,3251
eiM8zDAH8dw,The Surf & Turf Crayfish #shorts,2021-06-07,20210607,Short,29S,29,883569,61214,383
WaJW8Cvnr6g,5 Spice Ribs #shorts,2021-06-04,20210604,Short,23S,23,519999,35653,162
i7gA9w-Cxa0,How much meat do I eat? #shorts,2021-06-02,20210602,Short,31S,31,6043885,367898,1857
-b_PbTMbwF0,The 50 Day Dry Aged Brisket Sandwich #shorts,2021-05-27,20210527,Short,31S,31,8234365,414674,1628
jlQYv3hM0uQ,Whiskey Aged Steak #shorts,2021-05-25,20210525,Short,30S,30,11256445,604907,1511
04ECZ_Ohfi4,Steak School: Beef Tenderloin #shorts,2021-05-18,20210518,Short,52S,52,6117312,498302,1288
hIOb9b-xspc,Duck & A Story #shorts,2021-05-17,20210517,Short,31S,31,6538325,308110,1953
40FdljGsWOg,Wine Aged Ribeye #shorts,2021-05-13,20210513,Short,31S,31,2089546,140927,677
S8EzdS4nE0w,Honey Mustard Ribs #shorts,2021-05-11,20210511,Short,28S,28,545864,34722,290
H89U4ZZAQ5U,Candied Bacon X Bourbon Ribs #shorts,2021-05-06,20210506,Short,25S,25,682337,48560,225
DvnZ4ch99PY,Dry Aged Duck #shorts,2021-05-06,20210506,Short,25S,25,37473630,1032573,8558
EJh7o5AzqGU,All Aboard the Twisted Bacon Train #shorts,2021-04-30,20210430,Short,45S,45,3045288,194321,1752
XUW85TmLNJc,The Meat CHESS BOARD #shorts,2021-04-24,20210424,Short,31S,31,3100607,171302,1006
A24cBt35kLA,Duck CONFIT (date night food) #shorts,2021-04-22,20210422,Short,23S,23,867139,43136,258
ygP-cZdTIgQ,Wagyu Tomahawk… Pastrami? #shorts,2021-04-18,20210418,Short,30S,30,3413240,158135,743
XgmLWmc2IsI,Steak and a Story: Why I Started Social Media #shorts,2021-04-16,20210416,Short,43S,43,3678751,259033,1287
yOzjlNzka5w,Choose Your Meat Wisely #shorts,2021-04-13,20210413,Short,27S,27,14593685,459220,4540
7XYGcMlNWOY,Salmon Cinnamon Roll... but FANCY #shorts,2021-04-11,20210411,Short,46S,46,1147052,91644,537
LMWuaQbIoDI,A Guide To Dry Aging: Rib Roast Experiment #shorts,2021-04-08,20210408,Short,39S,39,1180944,90161,261
_QbmYhrzie0,The BASKETBALL Ham #shorts,2021-04-04,20210404,Short,57S,57,8342201,528473,2304
O1Sc8uw6UjM,Lamb Rack WELLINGTON for @gordonramsay #shorts,2021-03-30,20210330,Short,46S,46,1904704,156996,876
V7bTTaZn6Jg,Fitting a Chicken in a Sandwich,2021-03-26,20210326,Short,40S,40,5958627,284748,2272
E9ShGXo5Bww,King Crab JERKY,2021-03-23,20210323,Short,27S,27,2985414,148626,560
fPSQZ91RzTY,Steak School Pt. 2: Skirt Steak 101,2021-03-21,20210321,Short,56S,56,2021413,147977,417
oozpaRAAY9g,WAGYU X Candied Bacon Compound Butter,2021-03-19,20210319,Short,42S,42,1560333,112974,733
iGhX600vU68,Car Cooking: WHOLE Chicken Chick-fil-A,2021-03-13,20210313,Short,41S,41,35847303,1944240,8164
htGQcQzy1Jw,Reverse Sear vs Direct Heat,2021-03-11,20210311,Short,31S,31,2111094,138800,543
FWsWKFUVN_o,King Crab Cake CUPCAKES,2021-03-11,20210311,Short,44S,44,293822,18277,229
z85irTkXMi8,Halloween STEAK CAKE Throwback,2021-03-10,20210310,Short,59S,59,545617,49273,469
LW3nSNGAA8M,DOUBLE CRUST Ribeye,2021-03-10,20210310,Short,59S,59,1602506,100100,567
rFD2BiMxnYU,WAGYU Beef Jerky?,2021-03-09,20210309,Short,53S,53,1416110,112186,723
r2o9WKXQ8Fc,Gordon Ramsay Wasn’t Happy With my Wellington! #shorts,2021-03-09,20210309,Short,53S,53,3144890,192089,1188
ycDG7tDhM7U,DINO Rib Confit,2021-03-08,20210308,Short,36S,36,1425982,84866,477
N8coGPYDkBM,The SCORPION Beef Bomb,2021-03-08,20210308,Short,59S,59,2217520,148377,1593
GIR7dZyKUfo,Grilled STEAK Tutorial: Thin Cuts,2021-03-07,20210307,Short,59S,59,1612647,109510,702
6RbdIE6w_J4,Game changer Cinnamon Toast CRUNCH,2021-03-07,20210307,Short,43S,43,342703,21983,293
sdJLOQVh3Zk,Lobster and CAVIAR Bites,2021-03-06,20210306,Short,46S,46,670688,46739,377
sZr189j3THg,Bacon BREAD BLT: ASMR,2021-03-06,20210306,Short,16S,16,329640,14433,249
-Ou09DfmCgc,Doc Said Add FISH to My Diet,2021-03-05,20210305,Short,21S,21,834304,48354,606
Yfpl9RLbgOg,Car Cooking: The Filet-O-Fish,2021-03-04,20210304,Short,41S,41,24601827,1534767,7615
h-Ry_yTEKAI,Fresh MANGO Habanero Wangz #shorts,2021-03-03,20210303,Short,51S,51,339939,22599,159
G8RZKaoluAk,SQUIRREL TAIL Fish #shorts,2021-03-02,20210302,Short,42S,42,1477284,60015,756
B2i-PHENcJA,Oxtail DUMPLINGS #shorts,2021-02-28,20210228,Short,23S,23,669957,40375,492
p4elMv3PJOk,Taki Chicken Cordon BLUE #shorts,2021-02-28,20210228,Short,30S,30,1115783,50845,600
rsxpryCkHE0,Car Cooking: Fixing the IMPOSSIBLE Burger #shorts,2021-02-27,20210227,Short,41S,41,3499507,248607,1570
O55rt9_JAYA,Smoked Whiskey Glazed Pork Roast #shorts,2021-02-26,20210226,Short,44S,44,470705,31789,209
be0Cal-gs58,Using Snow to Cook a Better Porterhouse #shorts,2021-02-25,20210225,Short,37S,37,2125093,123338,536
Pg3ToNePSRA,Perfect Korean BEEF Marinade #shorts,2021-02-23,20210223,Short,30S,30,566107,27847,203
H8ejRXfIGPg,The IMMORTAL Hot Pocket pt. 2 #shorts,2021-02-22,20210222,Short,32S,32,547597,35701,333
j90UUvwLPKw,The HAMDOG #shorts,2021-02-21,20210221,Short,46S,46,3708222,264803,2470
D8-YO_NcPkQ,Sous Vide x Smoked x Smash BURGER #shorts,2021-02-21,20210221,Short,58S,58,3739864,303018,2047
0_N0fdXYaAA,Fresh Chili Lime WANGZ #shorts,2021-02-20,20210220,Short,54S,54,348750,23067,220
1QdWOB_OMj4,Leg of LAMB: ASMR #shorts,2021-02-18,20210218,Short,16S,16,376595,17764,205
ASYaBkUUMwQ,HABANERO Compound Butter ASMR #shorts,2021-02-17,20210217,Short,15S,15,450678,18839,181
fByMB8ukv7g,BOURBON Glazed Beer Can Turkey #shorts,2021-02-16,20210216,Short,16S,16,383477,14743,243
N6qLoOAHTU0,Steak School: Ribeye 101 in 60 Seconds #shorts,2021-02-15,20210215,Short,59S,59,1128877,65716,355
9aV5f6w3G5A,Bacon Wrapped GOOSE #shorts,2021-02-14,20210214,Short,52S,52,1794469,131084,1373
KbFrYwfC6Uo,Filet Mignon STEAK EXPERIMENT #shorts,2021-02-12,20210212,Short,54S,54,10611896,732321,2127
VYRHp1kg5UU,Jalapeño Smoked SALMON Dip (the perfect dip) #shorts,2021-02-11,20210211,Short,43S,43,493588,28770,258
-kA_6WG4meQ,The SUPER (Bacon & Queso) Bowl #shorts,2021-02-09,20210209,Short,58S,58,1743419,99298,693
