Video ID,Title,Upload Date,Video Type,Duration,Duration in s,View Count,Like Count,Comment Count
ybP_3KpanIE,The new way to build bots - 2. Knowledge Base,2024-07-19,Long Form,8M21S,501,6775,68,17
Hyq_Bwn2W5M,Autonomous Nodes,2024-07-19,Long Form,5M33S,333,16466,212,24
we6bB7Jp4xI,Botpress API - Overview,2024-07-10,Long Form,5M36S,336,3533,30,7
fPORGBUJmG0,How to connect your chatbot to Salesforce,2024-07-09,Long Form,2M15S,135,1886,11,2
lszZsLIXNf8,How to use an AI chatbot to capture leads in Salesforce,2024-07-09,Long Form,8M58S,538,1300,11,2
WfiGTp9dLzE,Exception Handler,2024-07-05,Long Form,2M54S,174,1005,16,5
wOArlhhIeao,Schemas,2024-07-03,Long Form,4M23S,263,1257,18,0
dT6SyVeLxtk,AI Spend,2024-07-03,Long Form,4M40S,280,1562,24,4
5w_qRxuTLAM,Talk to your chatbot via phone call (using Twilio!),2024-06-17,Long Form,3M43S,223,4839,61,16
8rZU51GjvlE,EP 19: Answering all kinds of questions!,2024-06-06,Long Form,53M50S,3230,1106,13,3
ln8pML196gk,EP 18: Troubleshooting Translations & Generating bot personality,2024-05-30,Long Form,58M30S,3510,1401,10,0
cN-h8EsmEyQ,Custom Analytics,2024-05-08,Long Form,3M38S,218,2032,20,5
7s5VkgGu3V4,EP 29: A Beginner's Guide to Webhooks in Botpress,2024-05-02,Long Form,30M31S,1831,8115,75,19
rUf23qvGpKM,EP 28: Using the Vision Agent to Extract Content from Images,2024-05-01,Long Form,39M26S,2366,3763,54,10
_5C4OKYxrdQ,EP 17: Agent Assist Proof of concept,2024-04-19,Long Form,57M1S,3421,1252,7,1
LYyZLFN5SWI,"EP 27: Schemas, Coreference Resolution, Variable Tracking, and more new features!",2024-04-17,Long Form,44M26S,2666,1362,23,3
Y774QFiNDaY,EP 26: Capturing Multiple Variables & YouTube Community Bot Showcase,2024-04-09,Long Form,38M21S,2301,1577,17,12
taC6OinQKoM,EP 25: A Tour of The New Dashboard!,2024-03-27,Long Form,40M34S,2434,1304,22,8
o_zYfEIQCuc,EP 24: Understanding Your AI Spend,2024-03-13,Long Form,46M8S,2768,1681,31,9
NRXwNdSUlz0,EP 16: Tables API,2024-03-08,Long Form,48M1S,2881,2058,23,9
uMq-oqP5U98,EP 23: Knowledge Base Masterclass,2024-03-06,Long Form,48M46S,2926,7433,103,17
h148bna9VIw,EP 22: Making API Calls in Botpress (for beginners!),2024-02-28,Long Form,36M20S,2180,11434,115,20
ZTwEanOnQ0c,EP 21: Building an Automated Quiz Bot,2024-02-21,Long Form,42M27S,2547,4029,41,7
R8ylktVSPVQ,EP 20: Query Knowledge Base & Saving Data to Table,2024-02-14,Long Form,38M18S,2298,7695,90,13
I_7ZZ8LbNRM,Handling Failures on Capture,2024-02-02,Long Form,3M5S,185,2022,15,1
pGEhYaJpdAo,Start Node,2024-02-01,Long Form,3M58S,238,2115,24,10
pG01Y6Tlg6g,Welcome to Botpress | AI Chatbot Platform,2024-01-26,Long Form,1M10S,70,26237,90,4
DmOHpeswL6E,Select Knowledge Base,2023-12-12,Long Form,4M23S,263,5370,61,16
0p4x7RqkKj0,EP 15: Building a bot that talks with other bots,2023-12-01,Long Form,54M25S,3265,2579,28,9
W1bbUPlZnA4,EP 14: Building a Self-learning bot (Part 4),2023-11-24,Long Form,48M50S,2930,1545,16,4
3FInhQLMS0Q,Deploy OpenAI Assistants to Any Website or Messaging Channel,2023-11-15,Long Form,3M34S,214,26416,414,61
Kpx2R4USmFo,Connect your AI Chatbot to Notion [old],2023-11-14,Long Form,4M21S,261,5753,74,13
bACrLyWhPXM,EP 12: Building a Self-learning bot (Part 3),2023-11-10,Long Form,56M10S,3370,870,14,0
A8yT4PhO7lA,EP 19: Building a Holiday Party Planner Chatbot,2023-11-08,Long Form,39M49S,2389,1608,29,4
JStPPIgXW4s,EP 11: Building a Self-learning bot (Part 2),2023-11-03,Long Form,50M46S,3046,1033,10,1
