Video ID,Title,Upload Date,Video Type,Duration,Duration in s,View Count,Like Count,Comment Count
aQWn6QSUshY,"Forging The World’s Rarest Knife ($50,000)",2024-10-14,Short,45S,45,14314882,697950,5720
s8VNFro4k3c,Salmon Pastrami (game changer),2024-10-11,Short,21S,21,3857619,185201,414
ZPtCLU9rVvg,"Harvesting 3,000 lbs of Axis Deer",2024-10-09,Short,38S,38,2749414,122812,1083
c11YyI2PFVg,Steak School: T-Bone,2024-10-04,Short,41S,41,2439332,119062,345
eIwOI0XLCTk,Car Cooking: Max vs Costco Hot Dog,2024-09-27,Short,52S,52,6177069,390782,1251
gNGn90gVozA,Chimichurri Stuffed Chicken,2024-09-25,Short,34S,34,934104,60882,192
Owxl9dQxqis,"$2,500 Lobster Gnocchi",2024-09-22,Short,48S,48,9838589,631353,2812
xqBQVqqCGY4,Is this the perfect bite?,2024-09-18,Short,10S,10,5321293,279953,944
0bQ8whf9Bu0,Best “it’s raw” comment wins (tomahawk BLT),2024-09-11,Short,14S,14,10758022,465920,9397
E0QYtD8DZ_c,Wagyu A5 vs 2500° Forge,2024-08-26,Short,44S,44,12559586,671536,1232
Zc0qKEfzKQo,Live Fire Pork Belly Accordion,2024-08-19,Short,45S,45,5335676,312634,863
ZEh-qvsG3AE,Porchetta Roasted in Chimichurri Salt,2024-08-16,Short,48S,48,3777513,174981,788
Xg5eyXFgmJo,"$1 vs $5,000 Mac and Cheese",2024-08-13,Short,1M,60,94625493,3822310,13152
pdp8epfX7jk,Larry the Lobster Boil,2024-08-05,Short,53S,53,2840918,209836,1279
EI__pA1Rm2o,3 Levels of Duck...,2024-07-31,Short,44S,44,2975884,204771,605
t2viyjJFNPA,If you find yourself with a whole salmon...,2024-07-26,Short,36S,36,4265195,251726,1164
GfAf194V0KM,Doctor said I need to eat more vegetables...,2024-07-19,Short,24S,24,12045045,659960,3813
6JtLxCszFsE,"$3,000 Wagyu A5 Meat Tower",2024-07-10,Short,28S,28,4680043,259261,1284
V0gUMXDDD0Q,I almost burned down my neighborhood...,2024-07-06,Short,56S,56,702789,50865,265
k6PclBMD--E,Whole Salmon BURIED in Citrus Salt,2024-07-03,Short,45S,45,8042971,588936,1324
gR8HUkMWF3o,I took over a butcher shop for a day...,2024-06-29,Short,51S,51,964971,69282,251
S_qPNUVQd44,Bacon makes EVERYTHING Better,2024-06-28,Short,41S,41,1735629,111275,521
qe9ao1BBhfI,Deep Fried Dry-Aged Peking Duck,2024-06-25,Short,48S,48,1942581,143065,393
czPMeUtkQ-8,$250 Wagyu A5 Slim Jim,2024-06-20,Short,39S,39,4422291,273786,691
JOoM3Qis_1U,Don't watch if you hate butter and bacon...,2024-06-15,Short,47S,47,11249110,497570,2009
L5y_cvweBgQ,"$2,000 Wagyu Parm Pasta",2024-05-30,Short,36S,36,90479549,3336294,13925
kwfqjt-XBH8,Cooking a Frozen Brisket,2024-05-26,Short,42S,42,1287860,102044,269
YW_YtcieURY,Double Crunchwrap Cheeseburger,2024-05-22,Short,34S,34,2243038,155151,772
7z3WaCmKmWA,Max vs Salt Bae (I disowned my sister),2024-05-17,Short,29S,29,2261937,126168,441
U-IheOyI82U,"The Steak Review: Salt Bae ($1,000 tomahawk)",2024-05-15,Short,42S,42,3789415,197103,1368
uTpUh1iOcgQ,Everything I ate in Hawaii (While harvesting invasive species),2024-05-10,Short,58S,58,981484,67511,500
GQk9dJmLxXg,I Turned Steak Into Bread,2024-05-01,Short,32S,32,10079848,590457,1722
5_tuvX5ZqKk,Do you think he'll approve?,2024-05-01,Short,36S,36,2554566,174631,949
NvG2yteNJeo,Does it Deep Fry? Beef Short Ribs,2024-04-30,Short,28S,28,2100180,143083,285
t6b4kl2jn5s,Thor’s hammer cooked in fire salt…,2024-04-28,Short,1M,60,30836130,1528522,4531
5o9tKN4r8D8,The World's Biggest Salmon Chip…,2024-04-27,Short,59S,59,5301393,355635,1023
u79myUBKyjA,Day in the life at a beef jerky factory,2024-04-25,Short,58S,58,1421744,94194,311
XUP2UX-Ghsg,Flying with frozen meat...,2024-04-19,Short,45S,45,6252887,412458,762
vGDWdPipx6g,Cheap Wagyu A5 vs Expensive Grass-fed,2024-04-10,Short,30S,30,5449587,302998,699
Qf0bKgn5zvg,Cooking for Friends (Fantasy Football Edition),2024-04-02,Short,53S,53,5590178,348110,881
kBF-QMtCdsY,Peking Brisket,2024-04-01,Short,49S,49,1052647,70823,256
KbXElPzIW7g,Tomahawk Biggie Mac @albert_cancook,2024-03-18,Short,31S,31,7511385,434284,1195
BxqTHHAAmkQ,The most important meeting of my life…,2024-03-12,Short,1M,60,2205306,157823,421
8Wofo0Pyt4o,Crème Brûlée Pork Belly Burnt Ends,2024-03-04,Short,46S,46,9323838,383642,1838
whs9OexwT5o,“Well Done” Wagyu A5 😳,2024-02-29,Short,36S,36,5004398,289644,1686
MO1u9sjNlio,What should I call this?,2024-02-28,Short,9S,9,2091834,82255,3050
p0nwjMREcTs,A special batch of jerky…,2024-02-25,Short,26S,26,3627227,168246,1137
NGrLLf_QMGc,Deep Fried Pork Belly Accordion,2024-02-22,Short,22S,22,2148088,119986,541
reUbPP1a0_c,30 Day Dry Aged Buffalo Brisket,2024-02-20,Short,53S,53,7003983,458079,581
AQJFGq1DEfY,I caught her cheating on Valentine's Day...,2024-02-14,Short,45S,45,23365895,1177768,6252
KxM-5_FqIBM,This was actually raw...,2024-02-13,Short,28S,28,3306763,174444,1637
PEbdJgWoZ8w,Impress your valentine with…,2024-02-11,Short,29S,29,5763805,405719,1415
seEcFZGgtek,Crispy Skin Buffalo Chicken Dip,2024-02-08,Short,45S,45,5565288,368279,942
LZwkkuEedDM,World's biggest corn dog… meat sticks live at maxjerky.com!,2024-02-06,Short,22S,22,7227909,173334,1101
LhcdE6mJWX4,She asked me to catch a fish...,2024-02-04,Short,26S,26,1698458,91045,539
O4ho8IOpmas,Mango Habanero Pork Belly Twists,2024-02-01,Short,24S,24,1382260,82865,247
3eGqirz2P7Y,Best “juicy” comment wins...,2024-01-25,Short,9S,9,2822656,120236,4991
0_SdRI7NdMw,Homemade Wagyu A5,2024-01-24,Short,36S,36,3509719,221976,707
5HYPRF8ZPqQ,Cooking a Prime Rib in 10lb of MSG,2024-01-12,Short,54S,54,7438504,490216,3517
T33JUBAig3c,NYE King Crab Round 2,2024-01-08,Short,1M,60,15402840,841677,3585
n_-5Tob_EJQ,24k Gold Dry Aged Ribeye,2023-12-31,Short,47S,47,1645266,100686,554
Wg3-dP4UGcE,My Brothers Industrial Bakery,2023-12-27,Short,54S,54,4221058,287314,657
IwCzubRup54,Chili Crisp Injected & Dry Aged Ribeye,2023-12-19,Short,34S,34,6058330,335108,641
ExQrrKffaK8,Deep Fried Prime Rib,2023-12-18,Short,34S,34,2256856,127496,406
Jg5yjQrY-t8,Not Your Average Chicken Bacon Ranch,2023-12-16,Short,19S,19,3107220,178454,566
Cq-qGAcChRM,Steak & Happy Potatoes,2023-12-16,Short,36S,36,3602036,244756,785
pYwoOxWndls,Car Cooking: Wagyu A5 Big Mac @itsQCP,2023-12-13,Short,40S,40,13694802,747066,919
PgW60Xw7f60,The Perfect Prime Rib,2023-12-11,Short,46S,46,940370,67029,549
cC2d8zjCZPA,The Pizzaball Sub,2023-12-07,Short,36S,36,659739,42676,320
GvWa-N_IWIE,I accidentally made pink short ribs…,2023-12-03,Short,42S,42,2999836,188077,542
JX0_STmuigQ,I Marinated Short Ribs for 10 Days...,2023-11-28,Short,47S,47,2562460,172045,442
8eCovKu12h4,What I ate in China,2023-11-26,Short,51S,51,4653803,322660,1172
MchzmS7qu7A,Wagyu A5 Steak Accordion,2023-11-24,Short,1M,60,5235688,332432,993
xNMTeHu8R8w,Deep Fried Turkey,2023-11-19,Short,36S,36,8183897,516704,1183
jpqMxSKk1BQ,How to Smoke Meat INDOORS,2023-11-16,Short,33S,33,8299033,520724,2129
0owVfqYgaJg,Beef vs Tofu,2023-11-11,Short,20S,20,7848636,439705,4361
z9hiA5fhCOU,The worst cooking appliance of all time...,2023-11-10,Short,14S,14,6347654,397251,1340
GWDUG2UnSjw,A Plate of Bacon (literally),2023-11-04,Short,29S,29,6750349,360843,1265
v5SdCKWQM3I,Cooking Brisket in 10lbs of Salt,2023-11-01,Short,1M,60,26573066,1388418,4827
FoEfFtdwEgc,The Cheapest Wagyu A5 I Could Find...,2023-10-27,Short,38S,38,5082342,293324,691
_LmRrKu401s,Filet mignon... like a brisket?,2023-10-24,Short,49S,49,12789189,648167,1835
Twk0OmkN2gE,A peace offering...,2023-10-20,Short,1M,60,13733408,902305,2534
X3ZfD7W1-cw,Is it Flatbread or Pizza?,2023-10-18,Short,49S,49,9065686,512782,2716
KRspJcpai-Y,When an old man gives you a chicken...,2023-10-10,Short,1M,60,3021399,232050,807
W9rsY4QG2NY,Don't Make Promises You Can't Keep...,2023-10-02,Short,1M,60,61146008,2708343,6638
avhcZ6Iuv2w,Wagyu Tallow Dry Aged Lamb Shoulder,2023-09-28,Short,52S,52,14809391,835101,2090
6ynfeCAzr0U,Garlic Confit Cowboy Butter,2023-09-20,Short,29S,29,4432640,314465,568
fztZ-oIXQMk,Chicharron Charcuterie Board,2023-09-11,Short,41S,41,15463002,859639,3384
wLyQXLeXdc8,McDonald’s Beef Jerky,2023-09-10,Short,35S,35,2985381,190255,590
WkMPySeHKGY,Rib Cap Wellington… Gordon’s not going to be happy,2023-09-02,Short,40S,40,1899405,126055,749
YYfB_R2TjLI,The World's Most Expensive Beef Jerky,2023-08-29,Short,37S,37,2835632,228542,972
bf-Nksvtiww,She Wanted Raw Lobster...,2023-08-22,Short,30S,30,17887827,668868,6795
KujgczNVy_Q,Dry Aged Fish Catch & Cook,2023-08-18,Short,1M,60,2696416,209402,650
tIkCThaR4fc,Seafood Feast on a Malaysian Fish Farm,2023-08-04,Short,44S,44,1285710,94044,633
mDw6gUIdOQs,I Cooked a Wagyu Picanha Like a Brisket,2023-08-03,Short,30S,30,5862217,308729,974
s_CMAhCEc5g,Candied Bacon Salmon Board,2023-07-31,Short,54S,54,6829480,371044,1557
pu9hyOkfV5c,Grow a Weenie,2023-07-23,Short,19S,19,197222178,3092875,4964
BtkpYb__JG4,Picanha Chip,2023-07-22,Short,40S,40,10510093,659397,4185
0kGtpQpRPRU,Worlds Biggest Rack of Ribs,2023-07-21,Short,32S,32,3800628,257443,1338
IiChHK-mzeo,Can I move to FL before my meat defrosts?,2023-07-20,Short,54S,54,8962542,625913,3225
f4k7ZB64YH8,I Turned Salmon into Cotton Candy,2023-07-17,Short,26S,26,3177860,184128,1095
hl4hDyMBVvA,Dry Aged Buffalo Chicken,2023-07-16,Short,44S,44,41680456,2078589,4028
i2xKkIQ8eNU,"Best ""it's raw"" comment wins",2023-07-14,Short,10S,10,10069199,487372,37765
jsrkJNd7bno,How Chicken Jerky is Made,2023-07-13,Short,45S,45,2652265,172018,822
E9kgHa6wh-k,Lobster Cheese Dog,2023-07-01,Short,40S,40,7369648,445107,2047
weO4irlRYuw,Chili Crisp Dry Aged Duck,2023-06-24,Short,44S,44,4218523,283643,1362
yYLLFEvvaH4,Forbidden Dorito Pt 2,2023-06-20,Short,15S,15,6957411,354547,1367
Hb63L9YPyZg,Steak School: Picanha,2023-06-16,Short,44S,44,5533875,312813,1010
JqNNYKSEVeE,Fresh vs Dry Aged Duck,2023-06-14,Short,45S,45,5852880,366339,916
uLhAzMppX5A,Chicharron Crunch Wrap,2023-06-08,Short,28S,28,6498976,303048,1363
swTdBdJC1L4,My Biggest Regret,2023-05-21,Short,1M,60,48356810,2617047,8074
GnjVV-Dl-LI,I Turned Pork Into Cotton Candy,2023-05-15,Short,43S,43,3202577,202363,1217
3mppFmB_HSA,"1,000 Pounds of Bacon Jerky",2023-05-10,Short,49S,49,11359762,519116,2484
aP_7yKOk6Ok,A Very Average Steak (Sierra Steak School),2023-05-05,Short,26S,26,13454258,820382,2250
tX0ZMeEkXGg,My Professional Fishing Career,2023-05-04,Short,1M,60,6202291,450197,1143
8g6-d57Y7xE,I Cooked a Furry Steak,2023-05-02,Short,37S,37,5775365,398699,4793
IvaUCK4IxAE,"$10,000 Dry Aged Tuna",2023-04-28,Short,37S,37,4694286,299290,982
s486nYbO80Y,The Steak Review: Joshua Weissman’s Steak House,2023-04-25,Short,53S,53,4587664,278178,662
NP0kQndK4Fw,Wagyu A5 Spam,2023-04-16,Short,1M,60,18107845,864158,2845
Ij-scaFkBrI,The Budget Friendly Tomahawk,2023-04-10,Short,24S,24,22389955,969719,5000
AwgwwNQpvuw,The Half Cow Beef-Chetta,2023-04-07,Short,53S,53,4045853,285144,1836
haIUqAmKqzo,Can You Guess This Cut?,2023-04-05,Short,9S,9,1847033,80790,1556
rlRPQqKyICY,The Best BBQ in KC is From Texas,2023-04-03,Short,34S,34,7315625,417345,2003
CkqxjtEyK7I,I Feel Like a Traitor,2023-04-03,Short,34S,34,1757736,109684,482
UMUL5zvfpuw,“I Can’t Believe It’s Not a Ribeye” (Steak School),2023-04-01,Short,24S,24,1528384,108453,245
ZeDEaNJzAl8,How Kansas City Thai BBQ is Made,2023-03-28,Short,34S,34,1552004,93990,349
czQhfN6PEcY,The Craziest Meat Feast of My Life,2023-03-27,Short,47S,47,1089957,69603,336
i-xJWp2cfww,The Filet Mignapple,2023-03-25,Short,13S,13,33196161,1103864,4610
iaH_z2raAPY,The Pineapple Mignon,2023-03-25,Short,14S,14,6340784,329434,3579
5vOGbM3cBJw,My Third Favorite Steak (Steak School),2023-03-24,Short,26S,26,2820769,213234,427
FZLNlhOgp6U,I Soaked a Ribeye in Coffee for 24hrs Then Dry Aged It,2023-03-14,Short,42S,42,6772198,438037,1981
4nmr6geoGHI,Wasabi Crusted Toro Taco @valentinetb1,2023-03-09,Short,28S,28,1863672,103447,531
